"aasta";"koht";"vastanuid";"lugu";"lugu_toodeldud";"artist";"track";"lugu_url";"lugu_url_2";"sonad";"keel"
"2000";34;84;"Koit Toome - Sarah'le (84)";"Koit Toome - Sarah'le";"Koit Toome";"Sarah'le";"koit_toome-sarahle";"http://sasslantis.ee/lyrics-koit_toome-sarahle";NA;NA
"2000";35;79;"Heiti Kender - Armunu Reggae (79)";"Heiti Kender - Armunu Reggae";"Heiti Kender";"Armunu Reggae";"heiti_kender-armunu_reggae";"http://sasslantis.ee/lyrics-heiti_kender-armunu_reggae";"Mida teha? Oled öö veetnud ära.
Kastene hommik, algab päev,
nii ma Sind näen.
Tuksub süda, Sinu silmade-kirgede väed
ja võluda hommikumantli väel,
põimunud käte vahele.

Siis ma laulan õnnest taeva,
laulan päikesele ka.
Ma purjetan, Sa tuled minuga.

2x Ref:
Su lahe elu joobuda saab,
Su hinge näen ja naudin.
Su keha melu voogudeks saan,
ma olen kapten Su paadis.

Mida teha? Vajad mind jälle süda.
Tuled Sa kaissu, siis on soe,
lähemal poe.
Ja kui seda, hinges ikkagi igatsed Sa,
lase armuda, olla ja hoolida, 
toetada pea mu lael.

Siis ma laulan õnnest taeva,
laulan päikesele ka.
Ma purjetan, Sa tuled minuga.

2x Ref:
Su lahe elu joobuda saab,
Su hinge näen ja naudin.
Su keha melu voogudeks saan,
ma olen kapten Su paadis.

Mida teha? Vajad mind jälle süda.
Tuled Sa kaissu, siis on soe,
lähemal poe.
Ja kui seda, hinges ikkagi igatsed Sa,
lase armuda, olla ja hoolida, 
toetada pea mu lael.

Siis ma laulan õnnest taeva,
laulan päikesele ka.
Ma purjetan, Sa tuled minuga.

4x Ref:
Su lahe elu joobuda saab,
Su hinge näen ja naudin.
Su keha melu voogudeks saan,
ma olen kapten Su paadis.
            
            ";"eesti"
"2000";36;78;"Genialistid - MX (20) (78)";"Genialistid - MX (20)";"Genialistid";"MX (20)";"genialistid-mx_(20)";"http://sasslantis.ee/lyrics-genialistid-mx_(20)";NA;NA
"2000";37;74;"Justament - Teadjamees (74)";"Justament - Teadjamees";"Justament";"Teadjamees";"justament-teadjamees";"http://sasslantis.ee/lyrics-justament-teadjamees";"Pole liig halb, ei ole liig hea.
Tuleb veel kõik, mis tulema peab.
Pole liig halb, ei ole liig hea.
Jääb see kõik, mis olema peab.

Teataks rõõmsalt üle valla,
ütleks niimoodi, et kõik see küla kuulma jääb:
'Kallis isakäsi kalla! Hõika ette mõni sõna,
vana teadjamees.'
Liiga keeletu mu keel.
Liiga meeletu mu meel.
Liiga hääletu mu hääl.

Läheb ikka nii, kuis läheb -
kõige paremad on väga heade poole teel.
'Pane poisil aru pähe, astu tarest välja
nagu vana teadjamees!'
Liiga keeletu mu keel
Liiga meeletu mu meel
Liiga hääletu mu hääl.
            
            ";"eesti"
"2000";38;69;"Super Slinky - I Just Love It (69)";"Super Slinky - I Just Love It";"Super Slinky";"I Just Love It";"super_slinky-i_just_love_it";"http://sasslantis.ee/lyrics-super_slinky-i_just_love_it";"Tell me what's a beauty like you doin' here
Sittin' in this gloomy room and just idlin' away the day
Allow me to take you to a little cosy place downtown
Where they play real freaky music, where we can have a good time

You know I hate to see you gettin' blue
You know that it's a waste of the potential within you
I'd love to see you movin' in a slinky dress
I got to see you dancin', to see your sexy dance

Let your attractive body move
To spread your sweet perfume, it makes me feel so good
Let your fair-complexioned legs flash from under the dress
I'd love to see you ripple when you dance

Baby let me take you out to have a wonderful time
Baby let me see you dancin', oh please, tonight
It is your duty to let that beauty shine
Yeah tonight we're gonna feel fine

I just love it
When you're in the groove
Cos it makes your
Sexy body move
Baby come along now
You're gonna be
My true star tonight
So don't you love it too?

That cosy place is not so far
Gimme the keys, gimme the keys we can take the car
But I let you drive yeah you know why
Simply cos it looks so fine
Don't you see that you just need
To set your feelings free
We'll do some fancy dancin', gimme one of your hands and
I'll take you there, I see you have no better plans, yeah

Baby let me see your legs flash from under the dress
Let me see your breasts ripple when you dance
It is your duty to let that beauty shine
Yeah tonight we're gonna feel fine

I just love it
When you're in the groove
Cos it makes your
Sexy body move
Baby come along now
You're gonna be
My true star tonight
So don't you love it too?

Baby let me take you out to have a wonderful time
Baby let me see you dancin', oh please, tonight
It is your duty to let that beauty shine
Yeah tonight we're gonna feel fine

I just love it
When you're in the groove
Cos it makes your
Sexy body move
Baby come along now
You're gonna be
My true star tonight
So don't you love it too?

Repeat
            
            ";"inglise"
"2000";39;68;"Orukas - Sekspomm (68)";"Orukas - Sekspomm";"Orukas";"Sekspomm";"orukas-sekspomm";"http://sasslantis.ee/lyrics-orukas-sekspomm";NA;NA
"2000";40;67;"Noorkuu - Smells Like Teen Spirit (67)";"Noorkuu - Smells Like Teen Spirit";"Noorkuu";"Smells Like Teen Spirit";"noorkuu-smells_like_teen_spirit";"http://sasslantis.ee/lyrics-noorkuu-smells_like_teen_spirit";NA;NA
"2001";1;2149;"2 Quick Start - Ühega Miljoneist (2149)";"2 Quick Start - Ühega Miljoneist";"2 Quick Start";"Ühega Miljoneist";"2_quick_start-uhega_miljoneist";"http://sasslantis.ee/lyrics-2_quick_start-uhega_miljoneist";"Võin niimoodi tunda, et unustan enda vaid ühega miljoneist.

Nüüd ma julgen öelda: "" Oli nauding vaid see,
mida leidsin, kui olin eemal kõik need ööd. "" 

Kogeda ja tunda, muudkui soovisin veel.
Lõpuks taipasin, et mul miski puudu jääb.

Tegelikult keegi meist ju ei tundnud teineteist.

Võin sinu eest mängu panna ma kõik.
Sa täidad mu meeled, sul on võim.
Võin niimoodi tunda, et unustan enda 
vaid ühega miljoneist.

Iial keegi teine nii ei suuda ei saa. 
Vaid su naeratusest taevaks muutub maa.

Tegelikult keegi meist ju ei tundnud teineteist.

Võin sinu eest mängu panna ma kõik.
Sa täidad mu meeled, sul on võim.
Võin niimoodi tunda, et unustan enda 
vaid ühega miljoneist.

Võin sinu eest mängu panna ma kõik.
Sa täidad mu meeled, sul on võim.
Võin niimoodi tunda, et unustan enda 
vaid ühega miljoneist.

Milleks võttis see küll nii kaua? 
Meist läks mööda aastaid reas!
Milleks proovima peab kõike?
Mõistmaks head! 

Võin sinu eest mängu panna ma kõik.
Sa täidad mu meeled, sul on võim.

Võin sinu eest mängu panna ma kõik.
Sa täidad mu meeled, sul on võim.

Võin sinu eest mängu panna ma kõik.
Sa täidad mu meeled, sul on võim.
Võin niimoodi tunda, et unustan enda 
vaid ühega miljoneist.

Võin sinu eest mängu panna ma kõik.
Sa täidad mu meeled, sul on võim.
Võin niimoodi tunda, et unustan enda 
vaid ühega miljoneist.

Võin niimoodi tunda, et unustan enda.
            
            ";"eesti"
"2001";2;1480;"Smilers - Mina, Pets, Margus & Priit (1480)";"Smilers - Mina, Pets, Margus & Priit";"Smilers";"Mina, Pets, Margus & Priit";"smilers-mina_pets_margus_priit";"http://sasslantis.ee/lyrics-smilers-mina_pets_margus_priit";NA;NA
"2001";3;1160;"Hannah - Salaja (1160)";"Hannah - Salaja";"Hannah";"Salaja";"hannah-salaja";"http://sasslantis.ee/lyrics-hannah-salaja";"Salaja kuulasin su samme siis
salaja jälgisin kuis lahkusid
varjud su teel
vaid mulle näid
päevad on tühjust täis

Kuuluda sulle siiski nüüd ma saan
Loodan veel et jääksid salaja sa
sinu samme pean ootama tuulisel teel
tuled siia veel, tuled siia veel

Salaja soovisin et siia jääd
salaja proovisin sul hoida käest
on soojust täis su külmad peod
see saladus meid nüüd seob

Kuuluda sulle siiski nüüd ma saan
Loodan veel et jääksid salaja sa
sinu samme pean ootama tuulisel teel
tuled siia veel, tuled siia veel

Pean loobuma, kuigi salaja (salaja)
Loodan veel

Kuuluda sulle siiski nüüd ma saan
Loodan veel et jääksid salaja sa
sinu samme pean ootama tuulisel teel
tuled siia veel, tuled siia veel
            
            ";"eesti"
"2001";4;1087;"Meie Mees - Tütreke, second hand (1087)";"Meie Mees - Tütreke, second hand";"Meie Mees";"Tütreke, second hand";"meie_mees-tutreke_second_hand";"http://sasslantis.ee/lyrics-meie_mees-tutreke_second_hand";"Hulgub üksinda linna tänaval
kõhna tütarlaps täitsa saadaval
papa mamma temast juba ammu loobunud
tervist tütreke,second hand

annab kätte väikse papi eest
võid ka saada vaid tableti eest
kurjustab vaid vormis onu
puuri pistab selle eest oi oi oi oi 

nii see elu läeb käes on kooli päev
mis kähku lõppu näeb sest värisevad käed
kiirelt leiad lahenduse valge pulbri näol
tervist tütreke, second hand

annab kätte väikse papi eest
võid ka saada vaid tableti eest
raha pole eales haisend
haiseda võib miskit muud
annab kätte väikse papi eest
võid ka saada vaid tableti eest
kurjustab vaid vormis onu
puuri pistab mille eest

aastaid kiirelt mööduvad rind läeb suuremak
sõbrad surevad uued tekivad
nägupidi tunneb teda iga linna ment
tervist tütreke, second hand


annab kätte väikse papi eest...


la la la laa...


hulgub üksinda....

annab kätte väikse papi eest...

kurjustab vaid vormis on
puuri pistab mille eest


tervist tütreke, second händ
            
            ";"eesti"
"2001";5;1004;"Tanel Padar & Dave Benton & 2XL - Everybody (1004)";"Tanel Padar & Dave Benton & 2XL - Everybody";"Tanel Padar & Dave Benton & 2XL";"Everybody";"tanel_padar_dave_benton_2xl-everybody";"http://sasslantis.ee/lyrics-tanel_padar_dave_benton_2xl-everybody";NA;NA
"2001";6;778;"Smilers - Jalgpall on parem kui seks (778)";"Smilers - Jalgpall on parem kui seks";"Smilers";"Jalgpall on parem kui seks";"smilers-jalgpall_on_parem_kui_seks";"http://sasslantis.ee/lyrics-smilers-jalgpall_on_parem_kui_seks";"mis on see millest aru ei saa
mis hoiab televiisori ees
mis teeb mõnu ja kõditab närve
ja lööma sunnib südame

mis on see vallutav tunne
mille vastu mõistus ei saa
mis sunnib meest minema välja
igasuguse ilmaga

SEE HINGE RAHUTUKS TEEB
JA SEDA TEAB IGA MEES
SEE POLE MINGI KLISHEE
JALGPALL ON PAREM KUI SEX

ON VAHEST JOOVASTUS SUUR
JA VAHEST ULU VÕI KUUD
EI OLE MISKIT NII SUURT
JALGPALL ON PAREM KUI SEX

mis on see mis meeletuks teeb
misa paneb tunded möllama
mis pigistab ka kõige julmemal mehel
silmanurgast välja pisara

mis on see mis on suurem kui elu
mis kõigest muust teeb odava
ja olgem ausad kõik sõltub ju sellest
kes kellele lööb värava

            
            ";"eesti"
"2001";7;677;"Caater - Somebody (677)";"Caater - Somebody";"Caater";"Somebody";"caater-somebody";"http://sasslantis.ee/lyrics-caater-somebody";NA;NA
"2001";8;557;"Nightlight Duo - Jäljed liival (557)";"Nightlight Duo - Jäljed liival";"Nightlight Duo";"Jäljed liival";"nightlight_duo-jaljed_liival";"http://sasslantis.ee/lyrics-nightlight_duo-jaljed_liival";"Varahommiku eel, 
võitlen unega, 
kuid liiga ärevil meel, 
kuigi plaatide reast, 
kõige shefimad lood ära mängitud said, 
meeled segi on löönd su kaunis naer, 
vastust ei teagi, 
ootama vaid jään. 

ei keegi muuda mu meelt, 
?erevalgus? meeletuks meid teeb, 
kõik need lõputud peod, 
võiks tuhat aastat kesta veel, 
loodan et homme veab, 
sellelt rannalt leida võiksin sind, 
jäljed liival on need, 
mis võiks tuhat aastat kesta veel. 

ei tundeid varjata saa, 
sind nähes tean,et kaotan pea, 
rummi-koolat ja jääd, 
mis toimub siis,küll ise näed, 
meeled segi on löönd su kaunis naer, 
vastust ei teagi, 
ootama vaid jään. 

ei keegi muuda mu meelt, 
?erevalgus? meeletuks meid teeb, 
kõik need lõputud peod, 
võiks tuhat aastat kesta veel, 
loodan et homme veab, 
sellelt rannalt leida võiksin sind, 
jäljed liival on need, 
mis võiks tuhat aastat kesta veel. 

ei keegi muuda mu meelt,mu meelt,mu meelt..... 
ei keegi muuda mu meelt,mu meelt,mu meelt.... 

ei keegi muuda mu meelt, 
?erevalgus? meeletuks meid teeb, 
kõik need lõputud peod, 
võiks tuhat aastat kesta veel, 
loodan et homme veab, 
sellelt rannalt leida võiksin sind, 
jäljed liival on need, 
mis võiks tuhat aastat kesta veel.
            
            ";"eesti"
"2001";9;550;"Hannah - Lõputud ööd (550)";"Hannah - Lõputud ööd";"Hannah";"Lõputud ööd";"hannah-loputud_ood";"http://sasslantis.ee/lyrics-hannah-loputud_ood";"Need lõputud ööd, need lõputud ööd 

Ma oma mõtteteis nüüd ei saa sust eemal
ja olen püüdnud kaotada piire teel
siis alles taipasin mu mõtetel on kaasas need
ja kõige parem viis on vabaks lasta need teed

Chorus:
Need lõputud ööd, need keelatud peod 
sa aitasid taas mul ennast leida
on nii palju mõtetes, mis kokku meid seob
mu kallis, ei suuda su mõistus mind hoida

Kas olen muutunud ta kõrval olles veel
või liiga harjunud, et teisiti on võimalik
nüüd tahaks jätta kõik ja põgeneda sinuga siit

Chorus:

Need lõputud ööd, need lõputud ööd

Kui mu maailm langes koost
olid siin mu kõrval kuulamas
mis su olemus minus loob
selle tunde millest elada

Need lõputud ööd, need keelatud peod
sa aitasid taas mul ennast leida

Chorus:

            
            ";"eesti"
"2001";10;512;"Blind - Game (512)";"Blind - Game";"Blind";"Game";"blind-game";"http://sasslantis.ee/lyrics-blind-game";NA;NA
"2001";11;473;"Smilers - Kalamaja cowboy (473)";"Smilers - Kalamaja cowboy";"Smilers";"Kalamaja cowboy";"smilers-kalamaja_cowboy";"http://sasslantis.ee/lyrics-smilers-kalamaja_cowboy";"ma pole paha olen üdini hea
mu süda tiksub õige koha peal
ma pole kelleleg öelnud ei
ma pole kärbselegi liiga teind

must üle ümber ega mööda ei saa
sa väikest kõdi tunnet tundmata
ma läigin väljast ja mus palju on sees
mu kõrval poisike on marlboro mees    

ma pole muud kui ainult naeratav suu
sa vist ei teadnud varem
et olen kõigist parem

OLEN TUNNETE TOHTER
OLEN ROSINA SAI
MA SUUDAN ROHKEM, OLEN
KALAMAJA COWBOY 


mu silma sära aastad kaasa ei vii
sest meil on jumalaga oma deal
ma olen seal kus voolab jutt ja vein
ja hõljun nagu surematu kashei

nii sirgelt sadulas võin jäädagi ma
su loojangule vastu kappama
ma olen jeesus olen pronksist ikoon
ja sinu iga öine lemmik loom
            
            ";"eesti"
"2001";12;356;"Terminaator - Hall maailm (356)";"Terminaator - Hall maailm";"Terminaator";"Hall maailm";"terminaator-hall_maailm";"http://sasslantis.ee/lyrics-terminaator-hall_maailm";"Ausõna olen olnud mõned päevad üleval
Ja vahtind sahisevat telekat
Ma olen harjund sellega mis välja teenitud
Kuid ootan siiski miskit enamat
Ma olen näinud värve mida keegi teine
Selles ilmas näha kunagi ei saa
Olen värvipime sellepärast julgengi ma vaadata
Sinu halli maailama
Kuhu sattusin kord ma
Enam välja siit ei oska tulla ega taha
Sellepärast olengi siin ma
Jaa 
Ausõna olen tundnud et ma olen suremas
Ja miskipärast see ei üllata
Ma olen teinud patte mida keegi teine
Parem ärgu hakakugi proovima
Ma olen tantsind tangot pimedas Pariisis
Olen draakoniga püüdnud võidelda
Siis kui hommik pillub kiiri une lõppedes ma leian ennast taas

Sinu hallis maailmas
Kuhu sattusin kord ma
Enam välja siit ei oska tulla ega taha
Sellepärast olengi siin ma

Ausõna olen tundnud et ma olen suremas ja
Miskipärast see ei üllata
Ma olen teinud patte mida keegi teine
Parem ärgu hakakugi proovima
Ma olen näinud värve mida keegi teine selles ilmas näha kunagi ei saa
Olen värvipime sellepärast julgengi ma vaadata
Sinu halli maailma
            
            ";"eesti"
