word_texts,lemmas,postag_descriptions,sonad
follow,follow,nimisõna,Lalalala..
me,mina,asesõna,Lalalala..
do,do,lühend,Lalalala..
I,I,järgarvsõna,Lalalala..
ever,ever,nimisõna,Lalalala..
get,get,nimisõna,Lalalala..
to,to,lühend,Lalalala..
feel,fee,nimisõna,Lalalala..
like,like,nimisõna,Lalalala..
a,a,lühend,Lalalala..
queen,queen,nimisõna,Lalalala..
in,in,lühend,Lalalala..
a,a,lühend,Lalalala..
pack,pack,nimisõna,Lalalala..
of,of,pärisnimi,Lalalala..
bees,bee,nimisõna,Lalalala..
in,in,lühend,Lalalala..
a,a,lühend,Lalalala..
pack,pack,nimisõna,Lalalala..
of,of,pärisnimi,Lalalala..
bees,bees,nimisõna,Lalalala..
all,all,kaassõna,Lalalala..
the,the,nimisõna,Lalalala..
drones,dronema,tegusõna,Lalalala..
surroundin,surroundin,nimisõna,Lalalala..
´,’,lausemärk,Lalalala..
me,mina,asesõna,Lalalala..
protectin,protectin,nimisõna,Lalalala..
´,’,lausemärk,Lalalala..
me,mina,asesõna,Lalalala..
hangin,hankima,tegusõna,Lalalala..
´,’,lausemärk,Lalalala..
on,olema,tegusõna,Lalalala..
a,a,lühend,Lalalala..
tree,tree,nimisõna,Lalalala..
Mmm,mmm,hüüdsõna,Lalalala..
Lalalala,Lalalala,pärisnimi,Lalalala..
Mmm,mmm,hüüdsõna,Lalalala..
Lalalala,Lalalala,pärisnimi,Lalalala..
Mmm,mmm,hüüdsõna,Lalalala..
Lalalala,Lalalala,pärisnimi,Lalalala..
1.,1.,järgarvsõna,"1.
It´s "
It,It,lühend,"1.
It´s "
´,’,lausemärk,"1.
It´s "
s,s,lühend,"1.
It´s "
okay,okay,nimisõna,"1.
It´s "
",",",",lausemärk,"1.
It´s "
it,it,lühend,"1.
It´s "
´,’,lausemärk,"1.
It´s "
s,s,lühend,"1.
It´s "
alright,alright,nimisõna,"1.
It´s "
!,!,lausemärk,"1.
It´s "
You,You,pärisnimi,"1.
It´s "
know,know,nimisõna,"1.
It´s "
i,i,lühend,"1.
It´s "
´,’,lausemärk,"1.
It´s "
m,m,lühend,"1.
It´s "
close,close,nimisõna,"1.
It´s "
by,by,lühend,"1.
It´s "
.,.,lausemärk,"1.
It´s "
Little,Little,pärisnimi,"1.
It´s "
dark,dark,nimisõna,"1.
It´s "
",",",",lausemärk,"1.
It´s "
little,little,nimisõna,"1.
It´s "
high,high,nimisõna,"1.
It´s "
",",",",lausemärk,"1.
It´s "
Do,Do,lühend,"1.
It´s "
you,you,nimisõna,"1.
It´s "
see,see,asesõna,"1.
It´s "
?,?,lausemärk,"1.
It´s "
---,---,lausemärk,"1.
It´s "
Was,Was,pärisnimi,"1.
It´s "
it,it,lühend,"1.
It´s "
you,you,nimisõna,"1.
It´s "
?,?,lausemärk,"1.
It´s "
Was,Was,pärisnimi,"1.
It´s "
it,it,lühend,"1.
It´s "
me,mina,asesõna,"1.
It´s "
?,?,lausemärk,"1.
It´s "
Was,Was,pärisnimi,"1.
It´s "
it,it,lühend,"1.
It´s "
too,too,asesõna,"1.
It´s "
much,much,nimisõna,"1.
It´s "
time,time,nimisõna,"1.
It´s "
?,?,lausemärk,"1.
It´s "
Come,Come,pärisnimi,"1.
It´s "
erase,eras,nimisõna,"1.
It´s "
and,and,nimisõna,"1.
It´s "
rewind,rewind,nimisõna,"1.
It´s "
Yeah,Yeah,pärisnimi,"1.
It´s "
please,please,nimisõna,"1.
It´s "
...!,...,lausemärk,"1.
It´s "
REF,REF,lühend,"1.
It´s "
.,.,lausemärk,"1.
It´s "
Wake,Wake,pärisnimi,"1.
It´s "
me,mina,asesõna,"1.
It´s "
up,up,lühend,"1.
It´s "
and,and,nimisõna,"1.
It´s "
let,let,nimisõna,"1.
It´s "
me,mina,asesõna,"1.
It´s "
in,in,lühend,"1.
It´s "
",",",",lausemärk,"1.
It´s "
love,lovi,nimisõna,"1.
It´s "
me,mina,asesõna,"1.
It´s "
till,till,nimisõna,"1.
It´s "
the,the,nimisõna,"1.
It´s "
morning,morning,nimisõna,"1.
It´s "
!,!,lausemärk,"1.
It´s "
God,God,pärisnimi,"1.
It´s "
is,is,lühend,"1.
It´s "
good,goo|good,nimisõna,"1.
It´s "
",",",",lausemärk,"1.
It´s "
it,it,lühend,"1.
It´s "
´,’,lausemärk,"1.
It´s "
s,s,lühend,"1.
It´s "
not,not,nimisõna,"1.
It´s "
a,a,lühend,"1.
It´s "
sin,sin,nimisõna,"1.
It´s "
...,...,lausemärk,"1.
It´s "
It,It,lühend,"1.
It´s "
´,’,lausemärk,"1.
It´s "
s,s,lühend,"1.
It´s "
only,only,nimisõna,"1.
It´s "
yours,yours,nimisõna,"1.
It´s "
and,and,nimisõna,"1.
It´s "
mine,minema,tegusõna,"1.
It´s "
!,!,lausemärk,"1.
It´s "
2.,2.,järgarvsõna,"1.
It´s "
When,When,pärisnimi,"1.
It´s "
we,we,lühend,"1.
It´s "
meet,meet,nimisõna,"1.
It´s "
",",",",lausemärk,"1.
It´s "
in,in,lühend,"1.
It´s "
the,the,nimisõna,"1.
It´s "
park,park,nimisõna,"1.
It´s "
",",",",lausemärk,"1.
It´s "
it,it,lühend,"1.
It´s "
feels,feels,nimisõna,"1.
It´s "
so,so,lühend,"1.
It´s "
good,goo,nimisõna,"1.
It´s "
and,and,nimisõna,"1.
It´s "
new,new,nimisõna,"1.
It´s "
...,...,lausemärk,"1.
It´s "
Break,Break,pärisnimi,"1.
It´s "
it,it,lühend,"1.
It´s "
down,down,nimisõna,"1.
It´s "
",",",",lausemärk,"1.
It´s "
light,light,nimisõna,"1.
It´s "
the,the,nimisõna,"1.
It´s "
spark,spark,nimisõna,"1.
It´s "
again,again,nimisõna,"1.
It´s "
!,!,lausemärk,"1.
It´s "
---,---,lausemärk,"1.
It´s "
You,You,pärisnimi,"1.
It´s "
´,’,lausemärk,"1.
It´s "
re,re,lühend,"1.
It´s "
alone,alone,nimisõna,"1.
It´s "
",",",",lausemärk,"1.
It´s "
maybe,maybe,nimisõna,"1.
It´s "
true,true,nimisõna,"1.
It´s "
",",",",lausemärk,"1.
It´s "
I,I,lühend,"1.
It´s "
just,just,,"1.
It´s "
had,had,nimisõna,"1.
It´s "
to,to,lühend,"1.
It´s "
try,try,lühend,"1.
It´s "
it,it,lühend,"1.
It´s "
out,out,nimisõna,"1.
It´s "
...,...,lausemärk,"1.
It´s "
Should,Should,pärisnimi,"1.
It´s "
i,i,lühend,"1.
It´s "
go,go,lühend,"1.
It´s "
",",",",lausemärk,"1.
It´s "
should,should,nimisõna,"1.
It´s "
i,i,lühend,"1.
It´s "
play,play,nimisõna,"1.
It´s "
With,With,pärisnimi,"1.
It´s "
rain,rain,nimisõna,"1.
It´s "
...?,...,lausemärk,"1.
It´s "
REF,REF,lühend,"1.
It´s "
.,.,lausemärk,"1.
It´s "
Wake,Wake,pärisnimi,"1.
It´s "
me,mina,asesõna,"1.
It´s "
up,up,lühend,"1.
It´s "
and,and,nimisõna,"1.
It´s "
let,let,nimisõna,"1.
It´s "
me,mina,asesõna,"1.
It´s "
in,in,lühend,"1.
It´s "
",",",",lausemärk,"1.
It´s "
love,lovi,nimisõna,"1.
It´s "
me,mina,asesõna,"1.
It´s "
till,till,nimisõna,"1.
It´s "
the,the,nimisõna,"1.
It´s "
morning,morning,nimisõna,"1.
It´s "
!,!,lausemärk,"1.
It´s "
God,God,pärisnimi,"1.
It´s "
is,is,lühend,"1.
It´s "
good,goo|good,nimisõna,"1.
It´s "
",",",",lausemärk,"1.
It´s "
it,it,lühend,"1.
It´s "
´,’,lausemärk,"1.
It´s "
s,s,lühend,"1.
It´s "
not,not,nimisõna,"1.
It´s "
a,a,lühend,"1.
It´s "
sin,sin,nimisõna,"1.
It´s "
...,...,lausemärk,"1.
It´s "
It,It,lühend,"1.
It´s "
´,’,lausemärk,"1.
It´s "
s,s,lühend,"1.
It´s "
only,only,nimisõna,"1.
It´s "
yours,yours,nimisõna,"1.
It´s "
and,and,nimisõna,"1.
It´s "
mine,minema,tegusõna,"1.
It´s "
!,!,lausemärk,"1.
It´s "
kaua,kaua,määrsõna,kaua kaua 
kaua,kaua,määrsõna,kaua kaua 
olen,olema,tegusõna,kaua kaua 
ma,mina,asesõna,kaua kaua 
teinud,tegema|teinud,,kaua kaua 
tööd,töö,nimisõna,kaua kaua 
aeg,aeg,nimisõna,kaua kaua 
on,olema,tegusõna,kaua kaua 
elada,elama,tegusõna,kaua kaua 
liiga,liiga,määrsõna,kaua kaua 
kaua,kaua,määrsõna,kaua kaua 
samad,sama,asesõna,kaua kaua 
näod,nägu,nimisõna,kaua kaua 
käes,käsi,nimisõna,kaua kaua 
on,olema,tegusõna,kaua kaua 
aeg,aeg,nimisõna,kaua kaua 
teele,tee,nimisõna,kaua kaua 
asuda,asuma,tegusõna,kaua kaua 
hoia,hoidma,tegusõna,kaua kaua 
hoia,hoidma,tegusõna,kaua kaua 
mul,mina,asesõna,kaua kaua 
käest,käsi,nimisõna,kaua kaua 
las,las,määrsõna,kaua kaua 
see,see,asesõna,kaua kaua 
päev,päev,nimisõna,kaua kaua 
annab,andma,tegusõna,kaua kaua 
vastuseid,vastus,nimisõna,kaua kaua 
leia,leidma,tegusõna,kaua kaua 
leia,leidma,tegusõna,kaua kaua 
üles,üles,määrsõna,kaua kaua 
mäed,mägi,nimisõna,kaua kaua 
las,las,määrsõna,kaua kaua 
näeb,nägema,tegusõna,kaua kaua 
kogu,kogu,omadussõna algvõrre,kaua kaua 
maailm,maailm,nimisõna,kaua kaua 
meid,mina,asesõna,kaua kaua 
päiksest,päike,nimisõna,kaua kaua 
kuum,kuum,omadussõna algvõrre,kaua kaua 
on,olema,tegusõna,kaua kaua 
maantee,maantee,nimisõna,kaua kaua 
samu,sama,asesõna,kaua kaua 
plaate,plaat,nimisõna,kaua kaua 
kuulame,kuulama,tegusõna,kaua kaua 
lõputult,lõputult,määrsõna,kaua kaua 
on,olema,tegusõna,kaua kaua 
aega,aeg,nimisõna,kaua kaua 
end,ise,asesõna,kaua kaua 
ei,ei,tegusõna,kaua kaua 
vaeva,vaev,nimisõna,kaua kaua 
asjata,asjata,määrsõna,kaua kaua 
ei,ei,tegusõna,kaua kaua 
tee,tegema,tegusõna,kaua kaua 
suuri,suur,omadussõna algvõrre,kaua kaua 
plaane,plaan,nimisõna,kaua kaua 
kui,kui,,kaua kaua 
kokku,kokku,määrsõna,kaua kaua 
saame,saama,tegusõna,kaua kaua 
siis,siis,määrsõna,kaua kaua 
sõidame,sõitma,tegusõna,kaua kaua 
seitsme,seitse,põhiarvsõna,kaua kaua 
tuule,tuul,nimisõna,kaua kaua 
poole,poole,kaassõna,kaua kaua 
nende,tema,asesõna,kaua kaua 
hoolde,hool|hoole,nimisõna,kaua kaua 
end,ise,asesõna,kaua kaua 
jätame,jätma,tegusõna,kaua kaua 
naera,naerma,tegusõna,kaua kaua 
naera,naerma,tegusõna,kaua kaua 
see,see,asesõna,kaua kaua 
päev,päev,nimisõna,kaua kaua 
meelde,meel,nimisõna,kaua kaua 
jääb,jääma,tegusõna,kaua kaua 
koos,koos,määrsõna,kaua kaua 
kui,kui,,kaua kaua 
oleme,olema,tegusõna,kaua kaua 
naera,naerma,tegusõna,kaua kaua 
naera,naerma,tegusõna,kaua kaua 
see,see,asesõna,kaua kaua 
öö,öö,nimisõna,kaua kaua 
läheb,minema,tegusõna,kaua kaua 
mööda,mööda,määrsõna,kaua kaua 
kuid,kuid,sidesõna,kaua kaua 
ei,ei,tegusõna,kaua kaua 
unune,ununema,tegusõna,kaua kaua 
NOW,NOW,lühend,NOW LET ME
LET,LET,lühend,NOW LET ME
ME,mina,asesõna,NOW LET ME
TELL,TELL,lühend,NOW LET ME
YOU,YOU,lühend,NOW LET ME
ABOUT,About,pärisnimi,NOW LET ME
A,A,lühend,NOW LET ME
SPARK,SPARK,lühend,NOW LET ME
VOLCANO,Volcano,pärisnimi,NOW LET ME
READY,Ready,pärisnimi,NOW LET ME
TO,TO,lühend,NOW LET ME
SHOOT,SHOOT,lühend,NOW LET ME
AT,at,lühend,NOW LET ME
FIRST,FIRST,lühend,NOW LET ME
I,I,järgarvsõna,NOW LET ME
TRIED,TRIED,lühend,NOW LET ME
TO,TO,lühend,NOW LET ME
PLAY,PLAY,lühend,NOW LET ME
IT,IT,lühend,NOW LET ME
COOL,COOL,lühend,NOW LET ME
BUT,BUT,lühend,NOW LET ME
ENDED,enne,nimisõna,NOW LET ME
UP,UP,lühend,NOW LET ME
IN,IN,lühend,NOW LET ME
PURSUIT,Pursuit,pärisnimi,NOW LET ME
BE,BE,lühend,NOW LET ME
MY,MY,lühend,NOW LET ME
SYMPTOM,Symptom,pärisnimi,NOW LET ME
BE,BE,lühend,NOW LET ME
MY,MY,lühend,NOW LET ME
KEY,KEY,lühend,NOW LET ME
BE,BE,lühend,NOW LET ME
MY,MY,lühend,NOW LET ME
EVERYTHING,Everything,pärisnimi,NOW LET ME
UNRIDDLE,Unriddle,pärisnimi,NOW LET ME
ME,mina,asesõna,NOW LET ME
WASHED,Washe|Washed,pärisnimi,NOW LET ME
UP,UP,lühend,NOW LET ME
UNEXPECTEDLY,Unexpectedly,pärisnimi,NOW LET ME
I,I,järgarvsõna,NOW LET ME
WAS,WAS,lühend,NOW LET ME
AS,AS,lühend,NOW LET ME
DEEP,DEEP,lühend,NOW LET ME
AS,AS,lühend,NOW LET ME
CAN,CAN,lühend,NOW LET ME
BE,BE,lühend,NOW LET ME
WITH,WITH,lühend,NOW LET ME
MY,MY,lühend,NOW LET ME
SENSES,Senses,pärisnimi,NOW LET ME
BEATING,Beating,pärisnimi,NOW LET ME
RAPIDLY,Rapidly,pärisnimi,NOW LET ME
I,I,lühend,NOW LET ME
WAS,WAS,lühend,NOW LET ME
HOOKED,Hooke|Hooked,pärisnimi,NOW LET ME
SO,so,lühend,NOW LET ME
DESPERATELY,Desperately,pärisnimi,NOW LET ME
BE,BE,lühend,NOW LET ME
MY,MY,lühend,NOW LET ME
SYMPTOM,Symptom,pärisnimi,NOW LET ME
BE,BE,lühend,NOW LET ME
MY,MY,lühend,NOW LET ME
KEY,KEY,lühend,NOW LET ME
BE,BE,lühend,NOW LET ME
MY,MY,lühend,NOW LET ME
EVERYTHING,Everything,pärisnimi,NOW LET ME
UNRIDDLE,Unriddle,pärisnimi,NOW LET ME
ME,mina,asesõna,NOW LET ME
DEFINE,Define,pärisnimi,NOW LET ME
THE,THE,lühend,NOW LET ME
WORLD,WORLD,lühend,NOW LET ME
WITH,WITH,lühend,NOW LET ME
ME,mina,asesõna,NOW LET ME
EXPLAIN,Explain,pärisnimi,NOW LET ME
THE,THE,lühend,NOW LET ME
UNEXPLAINED,Unexplaine,pärisnimi,NOW LET ME
SIT,SIT,lühend,NOW LET ME
SIDE,side,nimisõna,NOW LET ME
BY,BY,lühend,NOW LET ME
SIDE,side,nimisõna,NOW LET ME
WITH,WITH,lühend,NOW LET ME
ME,mina,asesõna,NOW LET ME
FOREVER,Forever,pärisnimi,NOW LET ME
PLAY,PLAY,lühend,NOW LET ME
YOUR,YOUR,lühend,NOW LET ME
GAME,GAME,lühend,NOW LET ME
BE,BE,lühend,NOW LET ME
MY,MY,lühend,NOW LET ME
SYMPTOM,Symptom,pärisnimi,NOW LET ME
BE,BE,lühend,NOW LET ME
MY,MY,lühend,NOW LET ME
KEY,KEY,lühend,NOW LET ME
BE,BE,lühend,NOW LET ME
MY,MY,lühend,NOW LET ME
EVERYTHING,Everything,pärisnimi,NOW LET ME
UNRIDDLE,Unriddle,pärisnimi,NOW LET ME
ME,mina,asesõna,NOW LET ME
Mu,mina,asesõna,Mu ümber v
ümber,ümber,kaassõna,Mu ümber v
vaikuses,vaikus,nimisõna,Mu ümber v
seisatand,seisatand,nimisõna,Mu ümber v
on,olema,tegusõna,Mu ümber v
liivakell,liivakell,nimisõna,Mu ümber v
",",",",lausemärk,Mu ümber v
kuid,kuid,sidesõna,Mu ümber v
sinu,sina,asesõna,Mu ümber v
ringi,ring,nimisõna,Mu ümber v
sees,sees,kaassõna,Mu ümber v
on,olema,tegusõna,Mu ümber v
tagurpidi,tagurpidi,määrsõna,Mu ümber v
ajatelg,ajatelg,nimisõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Mu,mina,asesõna,Mu ümber v
sinisilmades,sinisilm,nimisõna,Mu ümber v
sa,sina,asesõna,Mu ümber v
süüdanud,süüdanud|süütama,,Mu ümber v
mu,mina,asesõna,Mu ümber v
laterna,latern,nimisõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Ei,ei,tegusõna,Mu ümber v
suuda,suutma,tegusõna,Mu ümber v
võidelda,võitlema,tegusõna,Mu ümber v
",",",",lausemärk,Mu ümber v
sa,sina,asesõna,Mu ümber v
tead,teadma,tegusõna,Mu ümber v
mismoodi,mismoodi,määrsõna,Mu ümber v
võluda,võluma,tegusõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Pöördub,pöörduma,tegusõna,Mu ümber v
tuul,tuul,nimisõna,Mu ümber v
ja,ja,sidesõna,Mu ümber v
muudab,muutma,tegusõna,Mu ümber v
suunda,suund,nimisõna,Mu ümber v
",",",",lausemärk,Mu ümber v
külm,külm,omadussõna algvõrre,Mu ümber v
on,olema,tegusõna,Mu ümber v
jõgedesse,jõgi,nimisõna,Mu ümber v
vooland,vooland,nimisõna,Mu ümber v
ja,ja,sidesõna,Mu ümber v
liigutand,liigutand,nimisõna,Mu ümber v
mäed,mägi,nimisõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Põlen,põlema,tegusõna,Mu ümber v
sinu,sina,asesõna,Mu ümber v
ees,ees,kaassõna,Mu ümber v
",",",",lausemärk,Mu ümber v
selliselt,selliselt,määrsõna,Mu ümber v
kui,kui,,Mu ümber v
mind,mina,asesõna,Mu ümber v
loodi,looma,tegusõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Mineviku,minevik,nimisõna,Mu ümber v
peeglis,peegel,nimisõna,Mu ümber v
tänagi,täna,määrsõna,Mu ümber v
veel,veel,määrsõna,Mu ümber v
eilne,eilne,omadussõna algvõrre,Mu ümber v
.,.,lausemärk,Mu ümber v
Põlen,põlema,tegusõna,Mu ümber v
sinu,sina,asesõna,Mu ümber v
ees,ees,kaassõna,Mu ümber v
uuena,uus,omadussõna algvõrre,Mu ümber v
",",",",lausemärk,Mu ümber v
kuid,kuid,sidesõna,Mu ümber v
vanamoodi,vanamoodi,määrsõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Täiuslikult,täiuslikult,määrsõna,Mu ümber v
katki,katki,määrsõna,Mu ümber v
seljal,selg,nimisõna,Mu ümber v
hõbetiivad,hõbetiib,nimisõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Kui,kui,,Mu ümber v
laulab,laulma,tegusõna,Mu ümber v
tuulekell,tuulekell,nimisõna,Mu ümber v
sinu,sina,asesõna,Mu ümber v
huulilt,huul,nimisõna,Mu ümber v
minule,mina,asesõna,Mu ümber v
",",",",lausemärk,Mu ümber v
siis,siis,sidesõna,Mu ümber v
kõik,kõik,asesõna,Mu ümber v
mis,mis,asesõna,Mu ümber v
lubasin,lubama,tegusõna,Mu ümber v
",",",",lausemärk,Mu ümber v
on,olema,tegusõna,Mu ümber v
silmapilkselt,silmapilkselt,määrsõna,Mu ümber v
kummuli,kummuli,määrsõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Pöördub,pöörduma,tegusõna,Mu ümber v
tuul,tuul,nimisõna,Mu ümber v
ja,ja,sidesõna,Mu ümber v
muudab,muutma,tegusõna,Mu ümber v
suunda,suund,nimisõna,Mu ümber v
",",",",lausemärk,Mu ümber v
külm,külm,omadussõna algvõrre,Mu ümber v
on,olema,tegusõna,Mu ümber v
jõgedesse,jõgi,nimisõna,Mu ümber v
vooland,vooland,nimisõna,Mu ümber v
ja,ja,sidesõna,Mu ümber v
liigutand,liigutand,nimisõna,Mu ümber v
mäed,mägi,nimisõna,Mu ümber v
",",",",lausemärk,Mu ümber v
mäed,mägi,nimisõna,Mu ümber v
",",",",lausemärk,Mu ümber v
mäed,mägi,nimisõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Põlen,põlema,tegusõna,Mu ümber v
sinu,sina,asesõna,Mu ümber v
ees,ees,kaassõna,Mu ümber v
",",",",lausemärk,Mu ümber v
selliselt,selliselt,määrsõna,Mu ümber v
kui,kui,,Mu ümber v
mind,mina,asesõna,Mu ümber v
loodi,looma,tegusõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Mineviku,minevik,nimisõna,Mu ümber v
peeglis,peegel,nimisõna,Mu ümber v
tänagi,täna,määrsõna,Mu ümber v
veel,veel,määrsõna,Mu ümber v
eilne,eilne,omadussõna algvõrre,Mu ümber v
.,.,lausemärk,Mu ümber v
Põlen,põlema,tegusõna,Mu ümber v
sinu,sina,asesõna,Mu ümber v
ees,ees,kaassõna,Mu ümber v
uuena,uus,omadussõna algvõrre,Mu ümber v
",",",",lausemärk,Mu ümber v
kuid,kuid,sidesõna,Mu ümber v
vanamoodi,vanamoodi,määrsõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Täiuslikukult,Täiuslikuku,pärisnimi,Mu ümber v
katki,katki,määrsõna,Mu ümber v
seljal,selg,nimisõna,Mu ümber v
hõbetiivad,hõbetiib,nimisõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Põlen,põlema,tegusõna,Mu ümber v
sinu,sina,asesõna,Mu ümber v
ees,ees,kaassõna,Mu ümber v
!,!,lausemärk,Mu ümber v
aaa,aaa,hüüdsõna,Mu ümber v
...,...,lausemärk,Mu ümber v
Põlen,põlema,tegusõna,Mu ümber v
sinu,sina,asesõna,Mu ümber v
ees,ees,kaassõna,Mu ümber v
",",",",lausemärk,Mu ümber v
selliselt,selliselt,määrsõna,Mu ümber v
kui,kui,,Mu ümber v
mind,mina,asesõna,Mu ümber v
loodi,looma,tegusõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Mineviku,minevik,nimisõna,Mu ümber v
peeglis,peegel,nimisõna,Mu ümber v
tänagi,täna,määrsõna,Mu ümber v
veel,veel,määrsõna,Mu ümber v
eilne,eilne,omadussõna algvõrre,Mu ümber v
.,.,lausemärk,Mu ümber v
Põlen,põlema,tegusõna,Mu ümber v
sinu,sina,asesõna,Mu ümber v
ees,ees,kaassõna,Mu ümber v
uuena,uus,omadussõna algvõrre,Mu ümber v
",",",",lausemärk,Mu ümber v
kuid,kuid,sidesõna,Mu ümber v
vanamoodi,vanamoodi,määrsõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Täiuslikult,täiuslikult,määrsõna,Mu ümber v
katki,katki,määrsõna,Mu ümber v
seljal,selg,nimisõna,Mu ümber v
hõbetiivad,hõbetiib,nimisõna,Mu ümber v
.,.,lausemärk,Mu ümber v
Täiuslikult,täiuslikult,määrsõna,Mu ümber v
katki,katki,määrsõna,Mu ümber v
seljal,selg,nimisõna,Mu ümber v
hõbetiivad,hõbetiib,nimisõna,Mu ümber v
Me,mina,asesõna,Me vahel s
vahel,vahel,kaassõna,Me vahel s
